Title,Artist,Creation_Date,Accession_Number,Art_Type,Culture,Image
Snuff Bottle,Unidentified Artist,Unknown Date,"21.175.224a, b",Murrhina agate with green glass stopper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/21_175_224ab_O1.jpg
Covered vase,Unidentified Artist,19th century,"21.175.88a, b",Jadeite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/49262.jpg
Snuff Bottle,Unidentified Artist,late 18th–early 19th century,"14.40.451a, b","Rock crystal with coral and glass stopper

 
",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP295135.jpg
Snuff Bottle,Unidentified Artist,Unknown Date,"14.40.588a, b",Soft paste porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_588_O1.jpg
Ceremonial Vessel,Unidentified Artist,Unknown Date,58.103,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/58_103.JPG
Standing Guanyin,Unidentified Artist,Unknown Date,58.148.2,"Mud and plant fiber, polychrome and gilt",China,https://images.metmuseum.org/CRDImages/as/mobile-large/58_148_2_F.JPG
Box with Landscape Scenes and Auspicious Emblems,Unidentified Artist,18th–early 19th century,"81.1.611a, b","Carved red, green, and black lacquer",China,https://images.metmuseum.org/CRDImages/as/mobile-large/81_1_611ab_TQ.JPG
Bottle decorated with peonies,Unidentified Artist,13th–early 14th century,1991.253.21,Stoneware with sgraffito design (Cizhou ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/1991_253_21.jpg
"Crane, pine, and rock",Chen Zhaofeng,late 19th century,2018.148,Set of four hanging scrolls mounted on a Japanese bi-fold screen; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-16225-003.jpg
Snuff bottle with scene of Peking Opera,Unidentified Artist,late 19th century,1993.386.10,"Porcelain with underglaze red and blue, jadeite stopper",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP295301.jpg
Sutra Cover,Unidentified Artist,16th century,46.186.33,Silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/176062.jpg
Sleeve Band,Unidentified Artist,19th century,30.75.466,"Silk, metallic thread;  on silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP14435.jpg
A Happy Marriage Symbolized by the Golden Sparrow,Unidentified Artist,19th century,CP351,Polychrome woodblock print; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/CP351_O.jpg
Fragment of Rug Border,Unidentified Artist,18th century,46.99,"Foundation: cotton warp and weft;  silk, metallic thread","China, Turkestan",https://images.metmuseum.org/CRDImages/as/mobile-large/181811.jpg
Dish,Unidentified Artist,12th–13th century,18.56.51,Stoneware with light blue glaze (Jun ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/18_56_51_03.jpg
Page from the Mustard Seed Garden Manual of Painting,Wang Gai,"first edition, printed 1679",CP10,Woodblock print; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-26839-001.jpg
Double gourd vase,Unidentified Artist,19th century,65.86.47,Porcelain with crackled yellow glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-65_86_47_whs-002.jpg
Bowl,Unidentified Artist,late 12th–13th century,26.292.26,Stoneware with blue glaze (Jun ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/26_292_26_S1_sf.jpg
Snuff Bottle,Unidentified Artist,19th century,1971.117.17,Agate,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1971_117_17.jpg
Mater Dolorosa (Mourning Virgin),Unidentified Artist,18th century,"2002.133a, b","Wood with pigments, gilding, ivory and silver",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DT5389.jpg
Dish with mandarin ducks and lotuses,Unidentified Artist,late 15th–early 16th century,2011.111,"Cloisonné enamel
",China,https://images.metmuseum.org/CRDImages/as/mobile-large/2011_111_O1.jpg
Wine Cup with Bamboo (one of a pair),Unidentified Artist,Unknown Date,65.86.62,"Porcelain painted with cobalt blue under and colored enamels over transparent glaze

(Jingdezhen ware)

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP260938.jpg
Vase with flowers,Unidentified Artist,late 17th–early 18th century,"29.149.27a, b",Porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/78411.jpg
Circular Food Box with Dragons and the Character Shou (Longevity),Unidentified Artist,18th–19th century,"2015.500.1.64a, b","Black and red lacquer painted with gold, lacquer, and oil colors",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP704102.jpg
Statuette of a Female Figure,Unidentified Artist,20th century,1993.480.3,Glass,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1993_480_3.jpg
Paperweight,Unidentified Artist,Unknown Date,02.18.714,"Nephrite, light spinach-green with black inclusions, and a light gray caused by calcination",China,https://images.metmuseum.org/CRDImages/as/mobile-large/32873.jpg
Snuff bottle with stopper,Unidentified Artist,18th–19th century,"02.18.982a, b","Agate, mottled",China,https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_982.JPG
Bowl,Unidentified Artist,13th century,16.20.2,Stoneware with celadon glaze (Longquan ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/16_20_03.jpg
Vase with immortals,Unidentified Artist,18th century,14.40.229,Porcelain painted in overglaze polychrome enamels (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/20746.jpg
Dish with Gardenia,Unidentified Artist,late 16th century,19.28.10,"Porcelain painted with cobalt blue under and colored enamel over transparent glaze (Jingdezhen ware)

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14609-087.jpg
Rank Badge with Mandarin Duck,Unidentified Artist,late 18th century,30.75.966,Silk on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/79907.jpg
Cricket cage,Unidentified Artist,18th–19th century,28.186.43,"Gourd, ivory",China,https://images.metmuseum.org/CRDImages/as/mobile-large/28_186_43.jpg
Vase,Unidentified Artist,Unknown Date,21.175.408,Porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/62547.jpg
Poems from the Pavilion of Fundamental Truth (Zhenyi Ting),Zhou Lianggong,Undated,2015.784.2,Album of twenty-eight leaves; ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-13240-001.jpg
Mirror,Unidentified Artist,19th century,44.136.12,"Glass, silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP14261.jpg
Snuff Bottle,Unidentified Artist,19th century,1971.117.11,Aventurine,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1971_117_11.jpg
Meiping vase,Unidentified Artist,early 18th century,14.40.244,Porcelain with crackled green glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-14_40_244_whs-004.jpg
Panel with Flowers in Vase and Scholar&#39;s Objects,Unidentified Artist,18th century,2007.402,Silk and metallic-thread embroidery with small pearls on woven silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP156758.jpg
Vase,Unidentified Artist,late 18th–19th century,14.40.320,Porcelain with crackled yellow glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_320_O1.jpg
Food Serving Vessel (Gui),Unidentified Artist,12th century BCE,62.217,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP218262.jpg
Oval Dish,Unidentified Artist,Unknown Date,02.18.360,Jadeite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_360_O1_sf.jpg
Hat Ornament,Unidentified Artist,Unknown Date,66.191.15a–c,"Silk, metallic thread, seed pearls",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP14456.jpg
Page from the Ten Bamboo Studio Manual of Painting and Calligraphy,Hu Zhengyan,first edition printed in 1633,CP108,Individual leaf from a printed book; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-CP108_001.jpg
Disc (Bi),Unidentified Artist,2nd century BCE,2008.286,Jade (nephrite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP162893.jpg
Jar,Unidentified Artist,15th–16th century,29.100.267,Stoneware with dark blue and green glaze (Shanxi ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-29_100_267_whs-001.jpg
Covered Box,Unidentified Artist,19th century,"21.175.87a, b",Nephrite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/49295.jpg
Warrior,Unidentified Artist,late 6th–7th century,"2019.193.9a, b",Glazed earthenware,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-20779-001.jpg
The Generous Virtue Study,Jian Guzhai,late 19th–early 20th century,30.76.221,Pine soot and binding medium; inscribed in gilt,China,https://images.metmuseum.org/CRDImages/as/mobile-large/30_76_221_B.jpg
Incense Burner,Unidentified Artist,Unknown Date,29.110.26a–c,Cloisonné enamel on gilt copper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/29_110_26.JPG
Garment hook in the shape of a phoenix,Unidentified Artist,19th century,02.18.475,"Jade (nephrite)

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14153-009.jpg
Belt Buckle with Animal-Combat Scene,Unidentified Artist,3rd–2nd century BCE,2002.201.103,Gilded bronze,North China,https://images.metmuseum.org/CRDImages/as/mobile-large/2002_201_103.JPG
Vase with floral scrolls,Unidentified Artist,late 17th–early 18th century,14.40.294,Soft-paste porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-14_40_294_whs-002.jpg
Dish in the Shape of a Lotus,Unidentified Artist,18th–19th century,30.120.132,Amber,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP240807.jpg
Rank Badge with Diaper Pattern and Wave Design,Unidentified Artist,late 18th–early 19th century (?),30.75.973,"Silk, metallic thread on silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/79724.jpg
Male attendant,Unidentified Artist,7th century,52.190.1,Unfired clay with pigment,China,https://images.metmuseum.org/CRDImages/as/mobile-large/154323.jpg
Silkworm,Ju Chao,dated 1859,1986.267.41,Folding fan mounted as an album leaf; ink and color on alum paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP161407.jpg
Tile with Buddhist images,Unidentified Artist,6th century,30.76.121,Earthenware,China,https://images.metmuseum.org/CRDImages/as/mobile-large/30_76_121_TQ.JPG
Flower-Shaped Clothing Plaque,Unidentified Artist,7th–9th century,2002.556.56,Gold,"China (Xinjiang Autonomous Region, Central Asia)",https://images.metmuseum.org/CRDImages/as/mobile-large/DP271932.jpg
Bottle vase,Unidentified Artist,18th century,14.40.132,Porcelain with molded decoration under crackled white glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-14_40_132_whs-001.jpg
Vase,Unidentified Artist,19th century,65.86.96a–c,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/183483.jpg
Dish with a dragon amid clouds,Unidentified Artist,late 16th century,2015.500.1.45,Carved red lacquer,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP256035.jpg
"Box with “Pommel Scroll” Design

",Unidentified Artist,14th century,"36.100.178a, b","Carved red, black, and yellow lacquer



",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP255467.jpg
Snuff bottle with stopper,Unidentified Artist,Unknown Date,"02.18.502a, b",Jadeite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_502ab Snuff Bottle.JPG
Bowl with hexafoil rim,Unidentified Artist,11th–12th century,27.119.15,Porcelain with reddish-brown glaze (Ding ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/27_119_15_67827.jpg
Snuff Bottle,Unidentified Artist,Unknown Date,"21.175.289a, b",Glass,China,https://images.metmuseum.org/CRDImages/as/mobile-large/21_175_289ab_O1.jpg
Vase,Unidentified Artist,dated 1203,42.107,Stoneware (Cizhou ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/42_107_129627.jpg
Tent pole,Unidentified Artist,Unknown Date,2005.304.1,Bronze inlaid with silver,China,https://images.metmuseum.org/CRDImages/as/mobile-large/2005_304_1_crop_Strm1.jpg
Ferrule,Unidentified Artist,late 2nd–early 1st century BCE,2000.293,Bronze with silver inlay,China,https://images.metmuseum.org/CRDImages/as/mobile-large/268306.jpg
Vase in the shape of an ancient ritual cup (zhi) (one of a pair),Unidentified Artist,Unknown Date,24.80.273,Porcelain with clair de lune glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/24_80_273_Bm.jpg
Vase decorated with blossoming plum,Unidentified Artist,Unknown Date,29.100.304,Porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/29_100_304_O1.jpg
Dish with flowers,Unidentified Artist,first half of the 19th century,79.2.868,Porcelain painted in overglaze green and yellow enamels (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_868_O1_sf.jpg
"Seal with the Legend ""Zhi xi wo gui""",Unidentified Artist,18th century,58.64.11,Ivory,China,https://images.metmuseum.org/CRDImages/as/mobile-large/58_64_11_O1.jpg
Landscape Painting of Figure in Woodland Setting,Unidentified artist,Unknown Date,46.63.4,Album leaf; color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP154518.jpg
Statuette,Unidentified Artist,late 18th century,65.86.137,"Ivory, wood",China,https://images.metmuseum.org/CRDImages/as/mobile-large/65_86_137_O1.jpg
Bowl with cover,Unidentified Artist,Unknown Date,"02.18.427a, b","Jadeite, light emerald-green mingled with lavender-gray",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-15034-044.jpg
"Horse, Groom, and Falcon",Unidentified artist,17th century,13.100.20,Hanging scroll; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/18720.jpg
Jar in the shape of bronze container (hu),Unidentified Artist,1st–2nd century,29.100.160,Earthenware with lead green glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-29_100_160_whs-002.jpg
"Mountain Retreat,  leaf from Album for Zhou Lianggong",Shi Lin,datable to 1654–55,64.268.3,Leaf from a collective album of many leaves; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP153915.jpg
Civil official,Unidentified Artist,6th century,22.54.2,Earthenware with pigment,China,https://images.metmuseum.org/CRDImages/as/mobile-large/50029.jpg
Disk,Unidentified Artist,Unknown Date,16.144.46,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/16_144_46.jpg
The House Near the Lake,Unidentified artist,Unknown Date,13.100.118,Fan mounted as an album leaf; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP154433.jpg
Vase,Unidentified Artist,13th century,1987.112,"Bronze

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DT8648.jpg
Disk,Unidentified Artist,Unknown Date,23.76,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/53509.jpg
Double gourd bottle with vegetal scrolls,Unidentified Artist,late 17th–early 18th century,79.2.158,Porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_158_O1_sf.jpg
Sutra Cover,Unidentified Artist,late 17th–early 18th century,46.186.73,"Silk, metallic thread",China,https://images.metmuseum.org/CRDImages/as/mobile-large/176075.jpg
Lid with dragon,Unidentified Artist,1st–2nd century,17.122.6,Earthenware,China,https://images.metmuseum.org/CRDImages/as/mobile-large/36461.jpg
Giraffe with Two Keepers,Unidentified artist,Unknown Date,47.18.21,Ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP162877.jpg
Brush,Unidentified Artist,Unknown Date,"58.64.19a, b",Ivory,China,https://images.metmuseum.org/CRDImages/as/mobile-large/58_64_19a_O1.jpg
Mill,Unidentified Artist,1st–early 3rd century,1994.605.19,Earthenware with green lead glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/5TH-7410-ENG-44320-1.mp3
