Title,Artist,Creation_Date,Accession_Number,Art_Type,Culture,Image
Pair of Blue Bottle Vases,Unknown,1736–95,1940.694,Ceramic,"China, Qing dynasty (1644-1911), Qianlong mark and reign (1736-95)",https://openaccess-cdn.clevelandart.org/1940.694/1940.694_web.jpg
Blue Bottle Vase,Unknown,1736–95,1940.694.1,Ceramic,"China, Qing dynasty (1644-1911), Qianlong mark and reign (1736-95)",https://openaccess-cdn.clevelandart.org/1940.694.1/1940.694.1_web.jpg
Blue Bottle Vase,Unknown,1736–95,1940.694.2,Ceramic,"China, Qing dynasty (1644-1911), Qianlong mark and reign (1736-95)",https://openaccess-cdn.clevelandart.org/1940.694.2/1940.694.2_web.jpg
Bottle-Shaped Vase,Unknown,1796–1820,1944.151,Ceramic,"China, Qing dynasty (1644-1911), Jiaqing reign (1796-1820)",https://openaccess-cdn.clevelandart.org/1944.151/1944.151_web.jpg
"""Mandarin Chain"" Bead Necklace",Unknown,1800s,1945.167,Jewelry,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1945.167/1945.167_web.jpg
Lady Holding a Vase,Unknown,1100s–1200s,1957.56,Ceramic,"China, Northern Song dynasty (960-1127) - Jin dynasty (1115-1234)",https://openaccess-cdn.clevelandart.org/1957.56/1957.56_web.jpg
Album of Landscape Paintings Illustrating Old Poems: Boy Tending a Water Buffalo,"Hua Yan (Chinese, 1682–c. 1765)",1745,1982.68.12,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1982.68.12/1982.68.12_web.jpg
Jar with Dragons Pursuing Flaming Jewels,Unknown,1522–66,1989.291,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Ming dynasty (1368-1644), Jiajing mark and reign (1522-66)",https://openaccess-cdn.clevelandart.org/1989.291/1989.291_web.jpg
"Mirror with Handle, Decorated with ""Double Happiness"" and Five Bats","Tang Wanheng (Chinese, active c. 1800)",c. 1800,1995.401,Metalwork,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1995.401/1995.401_web.jpg
Tripod (Ding),Unknown,1000s BC,2003.2,Metalwork,"China, early Western Zhou dynasty (c. 1046-771 BC)",https://openaccess-cdn.clevelandart.org/2003.2/2003.2_web.jpg
Yang Guifei Leaving the Bath,Unknown,1700s,2017.65,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/2017.65/2017.65_web.jpg
Blue-and-White Dish with inscription,Unknown,1662–1722,2019.176,Ceramic,"China, Qing dynasty (1644-1911), Kangxi period (1662-1722)",https://openaccess-cdn.clevelandart.org/2019.176/2019.176_web.jpg
Pair of Qingbai Ware Bowls with Covers,Unknown,1100s–1200s,2020.173,Ceramic,"South China, Southern Song dynasty (1127–1279)",https://openaccess-cdn.clevelandart.org/2020.173/2020.173_web.jpg
Qingbai Ware Bowl with Cover,Unknown,1100s–1200s,2020.173.1,Ceramic,"South China, Southern Song dynasty (1127–1279)",https://openaccess-cdn.clevelandart.org/2020.173.1/2020.173.1_web.jpg
Qingbai Ware Bowl,Unknown,1100s–1200s,2020.173.1.a,Ceramic,"South China, Southern Song dynasty (1127–1279)",https://openaccess-cdn.clevelandart.org/2020.173.1.a/2020.173.1.a_web.jpg
Cover for a Qingbai Ware Bowl,Unknown,1100s–1200s,2020.173.1.b,Ceramic,"South China, Southern Song dynasty (1127–1279)",https://openaccess-cdn.clevelandart.org/2020.173.1.b/2020.173.1.b_web.jpg
Qingbai Ware Bowl with Cover,Unknown,1100s–1200s,2020.173.2,Ceramic,"South China, Southern Song dynasty (1127–1279)",https://openaccess-cdn.clevelandart.org/2020.173.2/2020.173.2_web.jpg
Qingbai Ware Bowl,Unknown,1100s–1200s,2020.173.2.a,Ceramic,"South China, Southern Song dynasty (1127–1279)",https://openaccess-cdn.clevelandart.org/2020.173.2.a/2020.173.2.a_web.jpg
Cover for a Qingbai Ware Bowl,Unknown,1100s–1200s,2020.173.2.b,Ceramic,"South China, Southern Song dynasty (1127–1279)",https://openaccess-cdn.clevelandart.org/2020.173.2.b/2020.173.2.b_web.jpg
Black-Glazed Teabowl with Incised Characters (供御) for “Imperial Tribute”,Unknown,1100s–1200s,2020.175,Ceramic,"China, Fujian Province, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2020.175/2020.175_web.jpg
Bowl with Carved Design,Unknown,1100s–1200s,2020.182,Ceramic,"South China, Southern Song dynasty (1127–1279)",https://openaccess-cdn.clevelandart.org/2020.182/2020.182_web.jpg
Large Bowl with Molded Decoration,Unknown,1300s–1400s,2020.188,Ceramic,"China, Zhejiang province, Longquan kilns, Ming dynasty (1368-1644)",https://openaccess-cdn.clevelandart.org/2020.188/2020.188_web.jpg
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 1,Unknown,1200s,2004.1.1,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.1/2004.1.1_web.jpg
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 11,Unknown,1200s,2004.1.11,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.11/2004.1.11_web.jpg
"Dish with Dragons, Pomegranates, and Peaches",Unknown,1662–1722,1930.313,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Kangxi mark and period (1662-1722)",https://openaccess-cdn.clevelandart.org/1930.313/1930.313_web.jpg
Vase with Peaches,Unknown,1736–95,1944.184.1,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Qianlong mark and period (1736-1795)",https://openaccess-cdn.clevelandart.org/1944.184.1/1944.184.1_web.jpg
Pair of Bowls with Xiwangmu and Attendants,Unknown,1662–1722,1964.218,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Kangxi reign (1662-1722), but Chenghua mark (1465-87)",https://openaccess-cdn.clevelandart.org/1964.218/1964.218_web.jpg
Bowl with Xiwangmu and Attendants,Unknown,1662–1722,1964.218.1,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Kangxi reign (1662-1722), but Chenghua mark (1465-87)",https://openaccess-cdn.clevelandart.org/1964.218.1/1964.218.1_web.jpg
Waterpot with Ram's Head Spout,Unknown,1700s,1964.238,Jade,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1964.238/1964.238_web.jpg
Dice Bowl,Unknown,1426–35,1989.287,Ceramic,"China, Jiangxi province, Jingdezhen, Ming dynasty (1368-1644), Xuande mark and period (1426-1435)",https://openaccess-cdn.clevelandart.org/1989.287/1989.287_web.jpg
Square Covered Box with Hundred Antiquities (lid),Unknown,1723–35,1989.309.b,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Yongzheng mark and reign (1723-35)",https://openaccess-cdn.clevelandart.org/1989.309.b/1989.309.b_web.jpg
Mirror with Serpentine Interlaces and Angular Meanders,Unknown,c. 325–275 BC,1995.270,Metalwork,"China, Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1995.270/1995.270_web.jpg
"Lobed Mirror with Paired Phoenixes, a Nestling Bird, and a Lotus Blossom",Unknown,700s,1995.346,Metalwork,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1995.346/1995.346_web.jpg
Mirror with Twin Dragons and Lotus Blossoms,Unknown,1338,1995.388,Metalwork,"China, Shanxi province, Hezhong, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1995.388/1995.388_web.jpg
Clip for Paper with Sage Seated Under a Pine,"Pu Zhongqian (Chinese, active 1600s)",1600s or 1700s,1977.8,Wood,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1977.8/1977.8_web.jpg
"Portrait of Priest Dazhi (1048–1116), the Master of Law",Unknown,1100s,1974.29,Painting,"China, Jin dynasty (1115-1234)",https://openaccess-cdn.clevelandart.org/1974.29/1974.29_web.jpg
Album of Miscellaneous Subjects,"Min Zhen (Chinese, 1730-after 1788)",1788,1985.71,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1985.71/1985.71_web.jpg
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 14,Unknown,1200s,2004.1.14,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.14/2004.1.14_web.jpg
Mount Hua,"Tang Yin (Chinese, 1470–1523)",1506,1969.116,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1969.116/1969.116_web.jpg
Poetic Feeling in a Thatched Pavilion,"Wu Zhen (Chinese, 1280–1354)",1347,1963.259,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1963.259/1963.259_web.jpg
Album of Miscellaneous Subjects,"Fan Qi (Chinese, 1616-aft 1694)",early 1650s,1975.22,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1975.22/1975.22_web.jpg
"The Bodhisattvas of the Ten Stages in Attaining the Most Perfect Knowledge; The Eight Hosts of Deva, Naga, and Yakshi",Unknown,1454,1973.70,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1973.70/1973.70_web.jpg
Buckle,Unknown,1900s,1947.610,Jewelry,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1947.610/1947.610_web.jpg
Fragment of Bodhisattva Head,Unknown,possibly AD 400s–600s,1997.116,Sculpture,"China, possibly Yungang ?",https://openaccess-cdn.clevelandart.org/1997.116/1997.116_web.jpg
Set of Headdress Ornaments,Unknown,1700s or 1800s,2001.179,Jewelry,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/2001.179/2001.179_web.jpg
Headdress Ornament,Unknown,1700s or 1800s,2001.179.1,Jewelry,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/2001.179.1/2001.179.1_web.jpg
Headdress Ornament,Unknown,1800s–1900s,2001.179.10,Jewelry,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/2001.179.10/2001.179.10_web.jpg
Headdress Ornament,Unknown,1800s–1900s,2001.179.2,Jewelry,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/2001.179.2/2001.179.2_web.jpg
Headdress Ornament,Unknown,1800s–1900s,2001.179.7,Jewelry,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/2001.179.7/2001.179.7_web.jpg
Small Dish with Yellow Monochrome Glaze,Unknown,1723–35,2003.260,Ceramic,"China, Qing dynasty (1644-1911), Yongzheng mark and reign (1723-35)",https://openaccess-cdn.clevelandart.org/2003.260/2003.260_web.jpg
Teabowl with Tortoiseshell Glaze,Unknown,1100s–1200s,2020.177,Ceramic,"China, Jiangxi Province, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2020.177/2020.177_web.jpg
Pair of Owl-shaped Jars,Unknown,206 BC–AD 9,2020.178,Ceramic,"China, Henan province, Western Han dynasty (206 BC–AD 9)",https://openaccess-cdn.clevelandart.org/2020.178/2020.178_web.jpg
Owl-shaped Jar,Unknown,206 BC–AD 9,2020.178.1,Ceramic,"China, Henan province, Western Han dynasty (206 BC–AD 9)",https://openaccess-cdn.clevelandart.org/2020.178.1/2020.178.1_web.jpg
Owl-shaped Jar,Unknown,206 BC–AD 9,2020.178.2,Ceramic,"China, Henan province, Western Han dynasty (206 BC–AD 9)",https://openaccess-cdn.clevelandart.org/2020.178.2/2020.178.2_web.jpg
Yellow-Glazed Bowl,Unknown,1505–21,2020.180,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Ming dynasty (1368–1644), Zhengde mark and reign (1505–21)",https://openaccess-cdn.clevelandart.org/2020.180/2020.180_web.jpg
Bowl with Carved Lotus Design,Unknown,1100s–1300s,2020.181,Ceramic,"China, Southern Song (1127–1279) to Yuan dynasty (1279–1368)",https://openaccess-cdn.clevelandart.org/2020.181/2020.181_web.jpg
Globular Jar with Four Loops,Unknown,960–1279,2020.184,Ceramic,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2020.184/2020.184_web.jpg
White-Glazed Jar with Hidden Design,Unknown,1500s–1600s,2020.185,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Ming dynasty (1368-1644)",https://openaccess-cdn.clevelandart.org/2020.185/2020.185_web.jpg
Ding Ware Bowl of the Xing Type with Bi-Disc Foot,Unknown,907–60,2020.186,Ceramic,"China, Henan province, Gongxian kilns, Five dynasties (907–60)",https://openaccess-cdn.clevelandart.org/2020.186/2020.186_web.jpg
The Bodhisattvas of the Ten Stages in Attaining the Most Perfect Knowledge,Unknown,1454,1973.70.1,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1973.70.1/1973.70.1_web.jpg
"Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 12
",Unknown,1200s,2004.1.12,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.12/2004.1.12_web.jpg
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 15,Unknown,1200s,2004.1.15,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.15/2004.1.15_web.jpg
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 16,Unknown,1200s,2004.1.16,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.16/2004.1.16_web.jpg
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 20,Unknown,1200s,2004.1.20,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.20/2004.1.20_web.jpg
The Second Coming of the Fifth Patriarch,"Yintuoluo (Chinese, c. 1285-c. 1355)",c. mid-1300s,1967.211,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1967.211/1967.211_web.jpg
Standing Horse,Unknown,206 BC–AD 220,1977.57,Sculpture,"China, Han dynasty (202 BC-AD 220)",https://openaccess-cdn.clevelandart.org/1977.57/1977.57_web.jpg
Scepter (Gui) with Miscellaneous Poems by Tao Qian (AD 365-427),Unknown,1122 or later,1960.278,Jade,"China, Possibly Qing dynasty (1644-1911), Qianlong period (1736-1795)",https://openaccess-cdn.clevelandart.org/1960.278/1960.278_web.jpg
Bowl with Peony Sprays on Diaper Ground (exterior); Chrysanthemum Sprays (interior),Unknown,1736–1795,1964.204.1,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Qianlong mark and reign (1736-1795)",https://openaccess-cdn.clevelandart.org/1964.204.1/1964.204.1_web.jpg
Bowl with Peony Sprays on Diaper Ground (exterior); Chrysanthemum Sprays (interior),Unknown,1736–1795,1964.204.2,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Qianlong mark and reign (1736-1795)",https://openaccess-cdn.clevelandart.org/1964.204.2/1964.204.2_web.jpg
Caparisoned Elephant,Unknown,c. 1000s,1980.24,Sculpture,"China, Liao dynasty (916-1125)",https://openaccess-cdn.clevelandart.org/1980.24/1980.24_web.jpg
Ewer,Unknown,700–750,1987.148,Ceramic,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1987.148/1987.148_web.jpg
Funerary Urn (Hunping),Unknown,late 200s,1988.21,Ceramic,"China, Western Jin dynasty (265-316)",https://openaccess-cdn.clevelandart.org/1988.21/1988.21_web.jpg
Vase with Peonies and Five Spouts,Unknown,900s–1000s,1989.270,Ceramic,"China, Zhejiang province, Hangzhou, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1989.270/1989.270_web.jpg
Covered Jar with Carved Lotus Petals,Unknown,386–581,2017.16,Ceramic,"China, Northern Dynasties period (386-581)",https://openaccess-cdn.clevelandart.org/2017.16/2017.16_web.jpg
Covered Jar with Carved Lotus Petals,Unknown,386–581,2017.16.a,Ceramic,"China, Northern Dynasties period (386-581)",https://openaccess-cdn.clevelandart.org/2017.16.a/2017.16.a_web.jpg
Covered Jar with Carved Lotus Petals (lid),Unknown,386–581,2017.16.b,Ceramic,"China, Northern Dynasties period (386-581)",https://openaccess-cdn.clevelandart.org/2017.16.b/2017.16.b_web.jpg
Section of a Dharani Pillar,Unknown,618–907,1929.983,Sculpture,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1929.983/1929.983_web.jpg
Hexagonal Flower Pot,Unknown,1300s–1400s,1942.661.1,Ceramic,"China, Henan province, Yuxian, Juntai, Ming dynasty (1368-1644)",https://openaccess-cdn.clevelandart.org/1942.661.1/1942.661.1_web.jpg
Side Table with Everted Ends,Unknown,late 1500s–1600s,1955.42,Furniture and woodwork,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1955.42/1955.42_web.jpg
Manjushri,Unknown,c. 1500–1550,1989.67,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1989.67/1989.67_web.jpg
"Tall Bamboo and Distant Mountains, after Wang Meng","Wang Hui (Chinese, 1632–1717)",1694,1953.629,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1953.629/1953.629_web.jpg
Landscape in the Style of Huang Gongwang,"Gu Tianzhi (Chinese, active mid-1600s)",1649,1970.3,Painting,"China, late Ming dynasty (1368-1644) - early Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1970.3/1970.3_web.jpg
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 18,Unknown,1200s,2004.1.18,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.18/2004.1.18_web.jpg
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 26,Unknown,1200s,2004.1.26,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.26/2004.1.26_web.jpg
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 3,Unknown,1200s,2004.1.3,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.3/2004.1.3_web.jpg
The Haven of the Peach-Blossom Spring,"Shi Rui (Chinese, c. 1400-c. 1470)",mid-1400s,1952.283,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1952.283/1952.283_web.jpg
Harpist,Unknown,mid-700s,1931.450,Sculpture,"North China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1931.450/1931.450_web.jpg
Leather Bag-Shaped Flask with Cover,Unknown,916–1125,2012.448.1,Ceramic,"Northeast China, Liao dynasty (916-1125)",https://openaccess-cdn.clevelandart.org/2012.448.1/2012.448.1_web.jpg
Leather Bag-Shaped Flask with Cover,Unknown,916–1125,2012.448.2,Ceramic,"Northeast China, Liao dynasty (916-1125)",https://openaccess-cdn.clevelandart.org/2012.448.2/2012.448.2_web.jpg
Yellow Chrysanthemums and Red Osmanthus in the Style of Wang Yuan,"Shen Zhou (Chinese, 1427–1509)",1468,1997.100,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1997.100/1997.100_web.jpg
Plate with Relief Dragon among Clouds,Unknown,1300s,1961.92,Ceramic,"China, Zhejiang province, Longquan region, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1961.92/1961.92_web.jpg
Landscape Album in Various Styles: Spring Plowing,"Zha Shibiao (Chinese, 1615–1698)",1684,1955.37.2,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1955.37.2/1955.37.2_web.jpg
Landscape Album in Various Styles: Landscape after Mi Fei,"Zha Shibiao (Chinese, 1615–1698)",1684,1955.37.8,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1955.37.8/1955.37.8_web.jpg
Stem Cup with Dragon Pursuing Flaming Jewel,Unknown,1300s,1964.169,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1964.169/1964.169_web.jpg
Mirror with Xiwangmu,Unknown,c. AD 317–400,1983.213,Metalwork,"China, Six Dynasties Period (AD 317–581)",https://openaccess-cdn.clevelandart.org/1983.213/1983.213_web.jpg
Buddha's Conversion of Five Bhiksu,"Li Sheng (Chinese, active c. 1324-after 1375)",mid-1300s,1997.92,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1997.92/1997.92_web.jpg
