Title,Artist,Creation_Date,Accession_Number,Art_Type,Culture,Image,Museum
Ceremonial Scepter with Animal Masks (Gui),Unknown,c. 1600–1050 BC,1972.154,Jade,"China, Shang dynasty (c.1600-c.1046 BC)",https://openaccess-cdn.clevelandart.org/1972.154/1972.154_web.jpg,Cleveland Art Museum
Ceremonial Knife,Unknown,1700s,1972.252,Jade,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1972.252/1972.252_web.jpg,Cleveland Art Museum
Disc (bi) with Imperial Poem in Seal Script (zhuanshu) by the Qianlong Emperor,Unknown,1736–95,1972.254,Jade,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1972.254/1972.254_web.jpg,Cleveland Art Museum
Ducks under Reeds,Unknown,1400s,1915.117,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1915.117/1915.117_web.jpg,Cleveland Art Museum
Stem Cup,Unknown,early 700s,1951.396,Silver,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1951.396/1951.396_web.jpg,Cleveland Art Museum
Incense Burner,Unknown,1200s,1957.63,Ceramic,"China, Zhejiang province, Hangzhou, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1957.63/1957.63_web.jpg,Cleveland Art Museum
Wine Beaker (Gu),Unknown,c. 1200 BC,1960.43,Metalwork,"China, late Shang dynasty (c.1600-c.1046 BC), Anyang phase (c.1250-1046 BC)",https://openaccess-cdn.clevelandart.org/1960.43/1960.43_web.jpg,Cleveland Art Museum
Eleven-Headed Guanyin,Unknown,early 700s,1959.129,Sculpture,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1959.129/1959.129_web.jpg,Cleveland Art Museum
Bottle Vase,Unknown,1662–1722,1940.942,Ceramic,"China, Qing dynasty (1644-1911), Kangxi reign (1662-1722)",https://openaccess-cdn.clevelandart.org/1940.942/1940.942_web.jpg,Cleveland Art Museum
Plate with Isle of the Immortals,Unknown,1723–35,1956.709,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Yongzheng mark and reign (1723-35)",https://openaccess-cdn.clevelandart.org/1956.709/1956.709_web.jpg,Cleveland Art Museum
Daoist Immortal Zhongli Quan,Unknown,1662–1722,1964.193,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Kangxi reign (1662-1722)",https://openaccess-cdn.clevelandart.org/1964.193/1964.193_web.jpg,Cleveland Art Museum
Daoist Immortal Han Xiangzi,Unknown,1662–1722,1964.194,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Kangxi reign (1662-1722)",https://openaccess-cdn.clevelandart.org/1964.194/1964.194_web.jpg,Cleveland Art Museum
Thumb Ring,Unknown,1736–95,1970.142,Jade,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1970.142/1970.142_web.jpg,Cleveland Art Museum
A Hundred Sparrows in a Lofty Grove,"Lin Liang (Chinese, 1416–1480)",1368–1644,1981.4,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1981.4/1981.4_web.jpg,Cleveland Art Museum
Dish with Zhang Guolao,Unknown,1662–1722,1989.306,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Kangxi reign (1662-1722)",https://openaccess-cdn.clevelandart.org/1989.306/1989.306_web.jpg,Cleveland Art Museum
"Kneeling Boy, Fragment",Unknown,1500s,1989.329,Ivory,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1989.329/1989.329_web.jpg,Cleveland Art Museum
Snuff Bottle with European Figures,Unknown,1736–95 or later,1991.126.a,Enamel,"China, Qing dynasty (1644-1911), Qianlong mark and reign (1736-95)",https://openaccess-cdn.clevelandart.org/1991.126.a/1991.126.a_web.jpg,Cleveland Art Museum
Jade Plaque,Unknown,475–221 BC,1991.78.1,Jade,"China, Henan province, Eastern Zhou dynasty (771-256 BC), Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1991.78.1/1991.78.1_web.jpg,Cleveland Art Museum
Jade Plaque,Unknown,475–221 BCE,1991.78.2,Jade,"China, Henan province, Eastern Zhou dynasty (771-256 BC), Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1991.78.2/1991.78.2_web.jpg,Cleveland Art Museum
TLV Mirror with Four Spirits and Companions,Unknown,AD 9–100,1995.301,Metalwork,"China, Han dynasty (202 BC-AD 220)",https://openaccess-cdn.clevelandart.org/1995.301/1995.301_web.jpg,Cleveland Art Museum
Octafoil Mirror with Two Immortals Crossing the Ocean,Unknown,mid-900s–late 1200s,1995.378,Metalwork,"China, Song dynasty (960-1279)",https://openaccess-cdn.clevelandart.org/1995.378/1995.378_web.jpg,Cleveland Art Museum
"On Happiness, Calligraphy in Seal Script Style (zhuanshu)","Yang Yisun (Chinese, 1813–1881)",1871,1999.174,Painting,"China, Changsu, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1999.174/1999.174_web.jpg,Cleveland Art Museum
A Solitary Crane in the Bamboo Grove,"Tao Hong (Chinese, active c. 1610–1640)",early 1600s,1999.224,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1999.224/1999.224_web.jpg,Cleveland Art Museum
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 21,Unknown,1200s,2004.1.21,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.21/2004.1.21_web.jpg,Cleveland Art Museum
Tea Bowl,Unknown,1100–1200s,1989.272,Ceramic,"Northern China, Henan province, Northern Song dynasty (960-1127) or Jin dynasty (1115-1234)",https://openaccess-cdn.clevelandart.org/1989.272/1989.272_web.jpg,Cleveland Art Museum
Chariot Axle Cuff,Unknown,c. 1046–771 BC,1990.30,Metalwork,"China, Henan province, Western Zhou dynasty (c. 1046-771 BC)",https://openaccess-cdn.clevelandart.org/1990.30/1990.30_web.jpg,Cleveland Art Museum
Ceremonial Disk-Axe (Yue),Unknown,c. 4700–2920 BC,1991.6,Jade,"Northeast China, Neolithic period, Hongshan Culture (4700-2920 BC)",https://openaccess-cdn.clevelandart.org/1991.6/1991.6_web.jpg,Cleveland Art Museum
River Village:  Fisherman's Joy,"Zhao Mengfu (Chinese, 1254–1322)",c. 1302–03,1978.66,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1978.66/1978.66_web.jpg,Cleveland Art Museum
Wrist-Rest with Crayfish and Water Plants,Unknown,1700s,1977.9,Ivory,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1977.9/1977.9_web.jpg,Cleveland Art Museum
Mirror with Interlacing Floral Motifs and Twelve Zodiac Animals,Unknown,late 500s-early 600s,1995.336,Metalwork,"China, Sui dynasty (581-618)",https://openaccess-cdn.clevelandart.org/1995.336/1995.336_web.jpg,Cleveland Art Museum
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 19,Unknown,1200s,2004.1.19,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.19/2004.1.19_web.jpg,Cleveland Art Museum
Album of Daoist and Buddhist Themes: Kings of Hells: Leaf 27,Unknown,1200s,2004.1.27,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.27/2004.1.27_web.jpg,Cleveland Art Museum
Album of Daoist and Buddhist Themes: Search the Mountain: Leaf 43,Unknown,1200s,2004.1.43,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.43/2004.1.43_web.jpg,Cleveland Art Museum
Standing Bodhisattva,Unknown,1200s,1963.581,Sculpture,"China, Jin dynasty (1115-1234)",https://openaccess-cdn.clevelandart.org/1963.581/1963.581_web.jpg,Cleveland Art Museum
Meditative Visit to a Mountain Retreat: In Picture and in Words,"Xiang Shengmo (Chinese, 1597–1658)",1648,1962.42,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1962.42/1962.42_web.jpg,Cleveland Art Museum
Eagles,Unknown,1368–1644,1915.710,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1915.710/1915.710_web.jpg,Cleveland Art Museum
Head,Unknown,960–1279,1917.319,Sculpture,"China, Song dynasty (960-1279)",https://openaccess-cdn.clevelandart.org/1917.319/1917.319_web.jpg,Cleveland Art Museum
Brush Holder,Unknown,1628–44,1940.709,Ceramic,"China, Jiangxi province, Jingdezhen kilns, ""Transitional period"", Ming dynasty (1368-1644), Chongzhen reign (1628-1644)",https://openaccess-cdn.clevelandart.org/1940.709/1940.709_web.jpg,Cleveland Art Museum
Mt. Taibo in the Style of Wang Meng,"Du Qiong (Chinese, 1396–1474)",1442,1968.195,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1968.195/1968.195_web.jpg,Cleveland Art Museum
Inlay for a Mirror or Box: Lady and Mandolin,Unknown,c. 900–1000,1969.78.1,Metalwork,"China, Tang dynasty (618-907) - Song dynasty (960-1279)",https://openaccess-cdn.clevelandart.org/1969.78.1/1969.78.1_web.jpg,Cleveland Art Museum
Inlay for a Mirror or Box: Lady on a Bird,Unknown,c. 900–1000,1969.78.2,Metalwork,"China, Tang dynasty (618-907) - Song dynasty (960-1279)",https://openaccess-cdn.clevelandart.org/1969.78.2/1969.78.2_web.jpg,Cleveland Art Museum
Inlay for a Mirror or Box: shih-shih,Unknown,c. 900–1000,1969.78.5,Metalwork,"China, Tang dynasty (618-907) - Song dynasty (960-1279)",https://openaccess-cdn.clevelandart.org/1969.78.5/1969.78.5_web.jpg,Cleveland Art Museum
Inlay for a Mirror or Box: Lady and Flute,Unknown,c. 900–1000,1969.78.7,Metalwork,"China, Tang dynasty (618-907) - Song dynasty (960-1279)",https://openaccess-cdn.clevelandart.org/1969.78.7/1969.78.7_web.jpg,Cleveland Art Museum
Thumb Ring,Unknown,1736–95,1970.141,Jade,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1970.141/1970.141_web.jpg,Cleveland Art Museum
New Year's Day in a Village at Stone Lake,"Li Shida (Chinese, c. 1549-c. 1621)",1609,1980.178,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1980.178/1980.178_web.jpg,Cleveland Art Museum
Portrait of an Official,Unknown,1600s-1700s,1982.35,Painting,"China, Ming dynasty (1368-1644) - Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1982.35/1982.35_web.jpg,Cleveland Art Museum
Miracle of the Dragon,Unknown,1600s,1991.9,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1991.9/1991.9_web.jpg,Cleveland Art Museum
"On Happiness, Calligraphy in Seal Script Style (zhuanshu)","Yang Yisun (Chinese, 1813–1881)",1871,1999.174.1,Painting,"China, Changsu, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1999.174.1/1999.174.1_web.jpg,Cleveland Art Museum
"On Happiness, Calligraphy in Seal Script Style (zhuanshu)","Yang Yisun (Chinese, 1813–1881)",1871,1999.174.2,Painting,"China, Changsu, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1999.174.2/1999.174.2_web.jpg,Cleveland Art Museum
"On Happiness, Calligraphy in Seal Script Style (zhuanshu)","Yang Yisun (Chinese, 1813–1881)",1871,1999.174.3,Painting,"China, Changsu, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1999.174.3/1999.174.3_web.jpg,Cleveland Art Museum
"On Happiness, Calligraphy in Seal Script Style (zhuanshu)","Yang Yisun (Chinese, 1813–1881)",1871,1999.174.4,Painting,"China, Changsu, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1999.174.4/1999.174.4_web.jpg,Cleveland Art Museum
"On Happiness, Calligraphy in Seal Script Style (zhuanshu)","Yang Yisun (Chinese, 1813–1881)",1871,1999.174.5,Painting,"China, Changsu, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1999.174.5/1999.174.5_web.jpg,Cleveland Art Museum
"On Happiness, Calligraphy in Seal Script Style (zhuanshu)","Yang Yisun (Chinese, 1813–1881)",1871,1999.174.6,Painting,"China, Changsu, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1999.174.6/1999.174.6_web.jpg,Cleveland Art Museum
Four Poems: Calligraphy in Cursive Script (xingshu),"Chen Jiru (Chinese, 1558–1639)",1500s-1600s,2004.65,Calligraphy,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/2004.65/2004.65_web.jpg,Cleveland Art Museum
Conical Bowl with Carved Babies and Floral Motif,Unknown,960–1279,2017.19,Ceramic,"China, Song dynasty (960-1279)",https://openaccess-cdn.clevelandart.org/2017.19/2017.19_web.jpg,Cleveland Art Museum
Vase,Unknown,1662–1722,1941.152,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Kangxi mark and period (1662-1722)",https://openaccess-cdn.clevelandart.org/1941.152/1941.152_web.jpg,Cleveland Art Museum
Jar,Unknown,1100s-1200s,1948.213,Ceramic,"Northern China, Jin dynasty (1115-1234)",https://openaccess-cdn.clevelandart.org/1948.213/1948.213_web.jpg,Cleveland Art Museum
Basin,Unknown,1100s-1200s,1956.702,Ceramic,"China, Hebei province, Quyang, Jin dynasty (1115-1234)",https://openaccess-cdn.clevelandart.org/1956.702/1956.702_web.jpg,Cleveland Art Museum
Arrow-Holder Vase (Jianhu),Unknown,1200s,1957.65,Ceramic,"China, Zhejiang province, Hangzhou, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1957.65/1957.65_web.jpg,Cleveland Art Museum
Bowl with Dragons and Clouds,Unknown,1403–1424,1964.165,Ceramic,"China, Jiangxi province, Jingdezhen, Ming dynasty (1368-1644), Yongle period (1403-1424)",https://openaccess-cdn.clevelandart.org/1964.165/1964.165_web.jpg,Cleveland Art Museum
Stem Cup,Unknown,1426–35,1964.168,Ceramic,"China, Jiangxi province, Jingdezhen, Ming dynasty (1368-1644), Xuande mark and period (1426-1435)",https://openaccess-cdn.clevelandart.org/1964.168/1964.168_web.jpg,Cleveland Art Museum
Libation Cup in the form of a Jue,Unknown,1662–1722,1964.177,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Kangxi period (1662-1722)",https://openaccess-cdn.clevelandart.org/1964.177/1964.177_web.jpg,Cleveland Art Museum
"Bowl with Bamboo, Tree Peony, and Swallow",Unknown,1723–35,1964.199,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Yongzheng mark and reign (1723-35)",https://openaccess-cdn.clevelandart.org/1964.199/1964.199_web.jpg,Cleveland Art Museum
"Dish with Spray of Gardenia amidst Pomegranate, Lotus, and Grapes",Unknown,1488–1505,1964.212,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Ming dynasty (1368-1644), Hongzhi mark and reign (1488-1505)",https://openaccess-cdn.clevelandart.org/1964.212/1964.212_web.jpg,Cleveland Art Museum
Mallet-Shaped Bottle with Phoenixes,Unknown,1662–1722,1964.221,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Kangxi mark and period (1662-1722)",https://openaccess-cdn.clevelandart.org/1964.221/1964.221_web.jpg,Cleveland Art Museum
Winged Chimera (Bixie),Unknown,400s,1980.184,Sculpture,"China, Southern and Northern Dynasties period (386-589)",https://openaccess-cdn.clevelandart.org/1980.184/1980.184_web.jpg,Cleveland Art Museum
Dish,Unknown,1426–35,1989.285,Ceramic,"China, Jiangxi province, Jingdezhen, Ming dynasty (1368-1644), Xuande mark and period (1426-1435)",https://openaccess-cdn.clevelandart.org/1989.285/1989.285_web.jpg,Cleveland Art Museum
Bowl,Unknown,1488–1505,1989.289,Ceramic,"China, Jiangxi province, Jingdezhen, Ming dynasty (1368-1644), Hongzhi mark and period (1488-1505)",https://openaccess-cdn.clevelandart.org/1989.289/1989.289_web.jpg,Cleveland Art Museum
Incense Burner in the form of an archaic bronze vessel,Unknown,1600s,1989.296,Ceramic,"Chinese, Fujian province, Dehua, Ming dynasty (1368-1644)",https://openaccess-cdn.clevelandart.org/1989.296/1989.296_web.jpg,Cleveland Art Museum
Mallet-Shaped Bottle with Phoenixes,Unknown,1662–1722,1989.301,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Kangxi mark and period (1662-1722)",https://openaccess-cdn.clevelandart.org/1989.301/1989.301_web.jpg,Cleveland Art Museum
Moon Lute (Yueqin),Unknown,1800s,1918.382,Musical Instrument,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1918.382/1918.382_web.jpg,Cleveland Art Museum
Ink Cake,Unknown,1736–95,1942.215.1,Miscellaneous,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1942.215.1/1942.215.1_web.jpg,Cleveland Art Museum
Ink Cake,Unknown,1736–95,1942.215.7,Miscellaneous,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1942.215.7/1942.215.7_web.jpg,Cleveland Art Museum
Fragrance Container,Unknown,1736–95,1942.617.a,Jade,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1942.617.a/1942.617.a_web.jpg,Cleveland Art Museum
Fragrance Container,Unknown,1736–95,1942.617.b,Jade,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1942.617.b/1942.617.b_web.jpg,Cleveland Art Museum
Plate in the Form of a Chrysanthemum,Unknown,1700s–1800s,1970.144,Jade,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1970.144/1970.144_web.jpg,Cleveland Art Museum
Mirror with Four Running Animals,Unknown,early 600s,1995.338,Metalwork,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1995.338/1995.338_web.jpg,Cleveland Art Museum
Mirror with Four Spirits,Unknown,581–618,1995.339,Metalwork,"China, Sui dynasty (581-618)",https://openaccess-cdn.clevelandart.org/1995.339/1995.339_web.jpg,Cleveland Art Museum
Lobed Mirror with Paired Phoenixes and Floral Displays,Unknown,700s,1995.348,Metalwork,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1995.348/1995.348_web.jpg,Cleveland Art Museum
Square Mirror with Wan Symbol,Unknown,early 1000s,1995.368,Metalwork,"China, Liao dynasty (916-1125), Taiping period (1020-1030)",https://openaccess-cdn.clevelandart.org/1995.368/1995.368_web.jpg,Cleveland Art Museum
Album of Daoist and Buddhist Themes: Kings of Hells: Leaf 35,Unknown,1200s,2004.1.35,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.35/2004.1.35_web.jpg,Cleveland Art Museum
Album of Daoist and Buddhist Themes: Search the Mountain: Leaf 46,Unknown,1200s,2004.1.46,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.46/2004.1.46_web.jpg,Cleveland Art Museum
Ewer,Unknown,800s,1966.145,Ceramic,"China, Hunan province, Tongguan, early Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1966.145/1966.145_web.jpg,Cleveland Art Museum
Pair of Seated Buddhas,Unknown,1500s,1970.149,Sculpture,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1970.149/1970.149_web.jpg,Cleveland Art Museum
Seated Buddha,Unknown,1500s,1970.149.2,Sculpture,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1970.149.2/1970.149.2_web.jpg,Cleveland Art Museum
Food Steamer (Xian),Unknown,c. 1000 BC,1975.96,Metalwork,"China, late Shang dynasty (c.1600-c.1046 BC), Anyang phase (c.1250-1046 BC) to early Western Zhou dynasty (c. 1046-771 BC)",https://openaccess-cdn.clevelandart.org/1975.96/1975.96_web.jpg,Cleveland Art Museum
